host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;mes;ano
within a few hours;87%;f;3.0;-2.295.386;-4.316.839;Apartment;Entire home/apt;5;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Free street parking"",""Buzzer/wireless intercom"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$175.00;$1,000.00;;2;$50.00;2;270;233;97.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;4;2018
within an hour;87%;f;7.0;-2.298.227;-4.319.559;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Host greets you""}";$399.00;$0.00;$180.00;2;$0.00;1;1125;10;98.0;9.0;10.0;10.0;10.0;9.0;9.0;t;f;strict_14_with_grace_period;4;2018
;0,869968675;f;1.0;-2.301.376;-4.347.188;House;Private room;6;;1.0;;Real Bed;{};$1,248.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;4;2018
within an hour;87%;f;1.0;-2.296.632;-4.318.295;Apartment;Private room;1;;1.0;;Real Bed;{};$844.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;4;2018
;0,869859501;f;1.0;-229.146;-4.318.562;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",""Suitable for events"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Long term stays allowed""}";$100.00;$0.00;$99.00;1;$0.00;2;250;127;87.0;9.0;8.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
within a day;87%;f;2.0;-2.291.617;-431.823;Apartment;Private room;1;2.0;5.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",Washer,""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Wide entrance for guests"",""No stairs or steps to enter"",""Accessible-height bed"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Wide entryway"",Other}";$42.00;;$50.00;1;$25.00;3;1125;8;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within a few hours;87%;f;4.0;-2.291.342;-4.319.293;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Washer,Essentials,Microwave,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";$71.00;$0.00;$50.00;1;$0.00;2;90;6;80.0;9.0;8.0;9.0;10.0;8.0;8.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;f;2.0;-2.301.332;-4.344.587;Apartment;Entire home/apt;4;3.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}";$220.00;$450.00;$150.00;1;$50.00;2;15;16;96.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;moderate;4;2018
within a few hours;87%;t;8.0;-2.295.805;-4.320.064;Apartment;Entire home/apt;2;2.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Buzzer/wireless intercom"",Washer,Dryer}";$399.00;$700.00;$120.00;2;$150.00;4;1125;2;100.0;10.0;10.0;10.0;9.0;10.0;7.0;f;f;moderate;4;2018
within an hour;87%;f;2.0;-2.297.236;-4.318.419;Condominium;Entire home/apt;6;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Cooking basics"",""Long term stays allowed""}";$337.00;$2,046.00;$256.00;4;$51.00;3;89;49;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;t;1.0;-2.298.027;-4.319.416;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}";$79.00;$0.00;$100.00;2;$100.00;3;30;88;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within a few hours;87%;f;7.0;-2.298.699;-4.319.285;Apartment;Entire home/apt;4;1.5;3.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",Other}";$399.00;$600.00;$150.00;1;$0.00;4;60;21;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
a few days or more;87%;f;3.0;-2.301.097;-4.334.236;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you"",Beachfront}";$349.00;$2,000.00;$100.00;1;$50.00;1;30;4;90.0;10.0;10.0;9.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
;0,869368219;f;1.0;-2.298.385;-4.320.031;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}";$179.00;$1,000.00;$550.00;2;$150.00;5;360;11;86.0;9.0;9.0;9.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;4;2018
;0,869313633;f;1.0;-2.297.026;-4.339.484;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter""}";$299.00;$0.00;$100.00;1;$0.00;1;30;18;98.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;flexible;4;2018
;0,869259046;f;1.0;-2.298.032;-4.319.298;House;Entire home/apt;16;5.0;5.0;9.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$1,701.00;$800.00;$750.00;15;$200.00;15;30;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within a few hours;87%;f;1.0;-2.296.906;-4.318.497;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,Wifi,Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Host greets you"",Beachfront}";$92.00;;;2;$50.00;4;360;8;95.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;4;2018
within a few hours;87%;t;3.0;-2.297.313;-4.339.267;Apartment;Entire home/apt;6;2.0;2.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""translation missing: en.hosting_amenity_50""}";$799.00;$5,000.00;;1;$0.00;15;30;0;;;;;;;;f;f;flexible;4;2018
within an hour;87%;f;1.0;-2.294.725;-4.318.546;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$179.00;;$150.00;1;$25.00;5;60;15;99.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;87%;f;1.0;-2.296.013;-4.327.024;House;Entire home/apt;6;3.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$100.00;$2,000.00;;1;$100.00;7;30;0;;;;;;;;t;f;flexible;4;2018
within an hour;87%;t;1.0;-2.295.114;-4.318.765;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";$299.00;$5,000.00;$180.00;1;$0.00;3;1124;0;;;;;;;;f;f;flexible;4;2018
;0,868931524;f;1.0;-2.298.161;-4.319.169;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,Wifi,""Pets live on this property"",Dog(s),Elevator,""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware"",""Wide entrance for guests"",""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Host greets you""}";$100.00;$0.00;$100.00;2;$50.00;3;15;95;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a day;87%;f;5.0;-2.298.051;-4.319.361;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$200.00;$0.00;$150.00;2;$100.00;7;10;19;92.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;87%;f;5.0;-229.758;-4.319.379;Apartment;Entire home/apt;7;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";$200.00;;$200.00;1;$0.00;2;90;51;95.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;flexible;4;2018
;0,868767764;f;1.0;-2.292.222;-4.318.299;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",""High chair"",""Hot water"",""Long term stays allowed"",""Host greets you""}";$125.00;$350.00;$100.00;1;$0.00;4;1125;7;83.0;9.0;8.0;9.0;9.0;8.0;8.0;f;f;strict_14_with_grace_period;4;2018
;0,868713177;f;2.0;-2.297.584;-4.318.951;Apartment;Private room;4;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}";$100.00;;;2;$149.00;1;30;94;84.0;9.0;8.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;87%;f;1.0;-2.296.293;-4.316.855;Apartment;Entire home/apt;6;2.0;3.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$1,788.00;;;6;$0.00;1;1125;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;f;2.0;-2.298.443;-4.319.281;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet}";$582.00;;;1;$0.00;5;1125;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
;0,868549416;f;1.0;-2.299.505;-4.325.716;Apartment;Private room;2;1.0;2.0;1.0;Pull-out Sofa;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Pets live on this property"",Cat(s),Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed""}";$150.00;$0.00;$80.00;1;$0.00;3;30;25;99.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;moderate;4;2018
within a day;87%;f;4.0;-2.298.018;-4.319.527;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom"",Hangers,Iron,""Laptop friendly workspace"",""Private entrance""}";$220.00;$1,500.00;$150.00;1;$150.00;3;90;1;80.0;10.0;8.0;10.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;4;2018
;0,868440242;f;1.0;-2.303.063;-4.347.614;Apartment;Entire home/apt;6;2.0;2.0;1.0;Real Bed;"{TV,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Family/kid friendly""}";$832.00;$4,159.00;$416.00;1;$0.00;7;90;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
;0,868385656;f;2.0;-2.298.185;-4.322.226;Apartment;Entire home/apt;5;2.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""No stairs or steps to enter"",""Wide entryway""}";$250.00;$0.00;$180.00;4;$100.00;4;60;26;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within a day;87%;f;1.0;-2.297.532;-4.319.413;Apartment;Entire home/apt;8;3.0;3.0;9.0;Real Bed;"{TV,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer}";$2,911.00;$2,496.00;$208.00;1;$0.00;7;30;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within a day;87%;t;2.0;-2.297.687;-4.319.343;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Hot tub"",""Family/kid friendly""}";$499.00;;;1;$0.00;7;14;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within a few hours;87%;f;12.0;-2.298.137;-4.320.812;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";$250.00;$800.00;$140.00;2;$60.00;3;89;55;89.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
within a few hours;87%;f;1.0;-2.296.125;-43.216;Apartment;Shared room;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$141.00;;$100.00;1;$110.00;2;30;3;100.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;4;2018
;0,868112721;f;1.0;-229.142;-4.318.874;Apartment;Entire home/apt;3;1.0;1.0;1.0;Futon;"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$499.00;$3,975.00;$400.00;1;$400.00;3;7;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;f;3.0;-2.295.019;-4.318.916;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}";$316.00;$500.00;$130.00;1;$0.00;3;15;30;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;4;2018
within a day;87%;f;2.0;-2.291.826;-4.320.675;Apartment;Private room;2;1.0;2.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$250.00;;;1;$0.00;2;30;9;89.0;10.0;9.0;9.0;9.0;8.0;9.0;t;f;flexible;4;2018
within an hour;87%;f;3.0;-2.295.875;-4.318.131;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Washer,Essentials,Shampoo}";$349.00;$2,000.00;$150.00;1;$0.00;3;30;4;94.0;9.0;10.0;10.0;10.0;9.0;9.0;f;f;moderate;4;2018
;0,867894374;f;1.0;-2.293.439;-4.319.972;Apartment;Entire home/apt;2;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$599.00;;;1;$0.00;2;30;2;20.0;2.0;2.0;2.0;4.0;2.0;2.0;f;f;strict_14_with_grace_period;4;2018
;0,867839787;f;1.0;-2.296.672;-4.318.322;Apartment;Entire home/apt;6;2.0;3.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Wide hallways""}";$329.00;$1,000.00;$180.00;3;$50.00;5;365;24;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
